methods pbe pbe-d3 camb3lyp-d3 b3lyp/gtbas1 hf/gtbas1 hf/gtbas2 hf/gtbas3 hf/gtlargexp hf/gfhfb1 hf/gfhfb2 mp2/gtbas1 mp2/gtbas2 mp2/gtbas3 mp2/gtlargexp mp4/gtbas1 mp4/gtbas2 mp4/gtbas3 ccsd(t)/gtbas1 g4(0k) zpe camb3lyp wb97xd
f10_C8H14O2_000 -463.328298563 -463.351448609 -463.707859534 -463.797433857 -460.856506201 -460.864122621 -460.906190500 -461.011787370 -461.047596390 -461.055071676 -0.46224856060978E03 -0.46227254354752E03 -0.46262339221514E03 -0.46326992544349E03 -0.46238198034E03 -0.46240858608E03 -0.46277995081E03 -0.46237903024E03 -463.463820 0.208906 -463.690211256 -463.779958267
f10_C8H16N2_000 -423.522219626 -423.550032364 -423.874796370 -423.983582226 -421.109242401 -421.116427721 -421.156837447 -421.245393465 -421.277624162 -421.284194525 -0.42249219669766E03 -0.42251639238727E03 -0.42285053692775E03 -0.42347008008242E03 -0.42263773429E03 -0.42266398732E03 -0.42301731303E03 -0.42263744010E03 -423.651429 0.229055 -423.853445670 -423.963710946
f10_C8H16O2_000 -464.490115070 -464.515477972 -464.882549255 -464.972251790 -461.982317938 -461.990975151 -462.034257567 -462.141316766 -462.177125431 -462.184844499 -0.46338839821752E03 -0.46341544237452E03 -0.46377996655180E03 -0.46443207946502E03 -0.46352838802E03 -0.46355855036E03 -0.46394473140E03 -0.46352769511E03 -464.624240 0.228848 -464.863101957 -464.957844310
f10_C8H5NO_000 -437.422517680 -437.439441451 -437.743696963 -437.835645377 -435.154854213 -435.166152947 -435.193100262 -435.291872961 -435.325076224 -435.331133400 -0.43649035425038E03 -0.43651517785652E03 -0.43677323402805E03 -0.43739101879493E03 -0.43659686968E03 -0.43662244883E03 -0.43689417742E03 -0.43658640430E03 -437.602871 0.106846 -437.730292616 -437.791164288
f10_C8H6N2_000 -417.580573633 -417.599324881 -417.887385230 -417.988709932 -415.336745285 -415.347992780 -415.373413510 -415.463609570 -415.494753332 -415.500418463 -0.41666302737771E03 -0.41668839361925E03 -0.41694072070861E03 -0.41754504571467E03 -0.41677051049E03 -0.41679621588E03 -0.41706118229E03 -0.41676321027E03 -417.741843 0.121621 -417.872620616 -417.941852439
f10_C8H6N2_001 -417.585145924 -417.604031583 -417.893271909 -417.993646929 -415.345399846 -415.356606617 -415.382384160 -415.472926222 -415.504071174 -415.509727901 -0.41666757524620E03 -0.41669245558277E03 -0.41694523144732E03 -0.41754942889875E03 -0.41677589555E03 -0.41680124905E03 -0.41706679339E03 -0.41676899972E03 -417.747576 0.121900 -417.878394683 -417.948031599
f10_C8H6N2_002 -417.551128350 -417.570227616 -417.856220112 -417.958157832 -415.302658000 -415.313725587 -415.339973142 -415.429803141 -415.461514775 -415.467212038 -0.41663254877036E03 -0.41665699523857E03 -0.41690994054047E03 -0.41751390867094E03 -0.41674125535E03 -0.41676603960E03 -0.41703162730E03 -0.41673366022E03 -417.712685 0.121178 -417.841165725 -417.911247436
f10_C8H7ClO_000 -843.984962814 -844.004391316 -844.474818847 -844.533886073 -841.379764576 -841.389379010 -841.421478752 -841.533559404 -841.573082702 -841.579566868 -0.84270368807585E03 -0.84272746411099E03 -0.84302757069845E03 -0.84393719235719E03 -0.84282206027E03 -0.84284692253E03 -0.84316804125E03 -0.84281416165E03 -844.173033 0.126027 -844.459272977 -844.510705679
f10_C8H7NO_000 -438.675481779 -438.694435018 -439.003390815 -439.091758788 -436.360031156 -436.372576755 -436.402624542 -436.502813984 -436.536342659 -436.542657969 -0.43770159889789E03 -0.43772926656269E03 -0.43800793879948E03 -0.43863185815752E03 -0.43781099613E03 -0.43783964327E03 -0.43813289380E03 -0.43780372087E03 -438.833352 0.132223 -438.988523381 -439.058652186
f10_C8H8ClN_000 -824.077464622 -824.098323345 -824.559507874 -824.625649101 -821.512454825 -821.521175182 -821.552934108 -821.656948883 -821.694131563 -821.700353001 -0.82282286608282E03 -0.82284630251545E03 -0.82313799493522E03 -0.82403545753725E03 -0.82294529270E03 -0.82296952970E03 -0.82328133943E03 -0.82294136489E03 -824.264064 0.137153 -824.542709631 -824.601565484
f10_C8H8O2_000 -459.725605598 -459.743540539 -460.076031425 -460.161894522 -457.348824779 -457.360958506 -457.392477676 -457.500976633 -457.536688846 -457.543674959 -0.45870946308065E03 -0.45873702897352E03 -0.45903619762674E03 -0.45967614493138E03 -0.45882245346E03 -0.45885145561E03 -0.45916714574E03 -0.45881558936E03 -459.885626 0.141062 -460.062093581 -460.125969954
f10_C8H8O2_001 -459.745616625 -459.764192561 -460.094203073 -460.177766926 -457.360910395 -457.373259107 -457.408410765 -457.516819787 -457.553105288 -457.560115964 -0.45872588292401E03 -0.45875399233740E03 -0.45905622390816E03 -0.45969783878654E03 -0.45883678104E03 -0.45886628353E03 -0.45918469426E03 -0.45883010859E03 -459.906146 0.140511 -460.079707799 -460.145996306
f10_C8H8O2_002 -459.744869571 -459.763479527 -460.093454469 -460.177098259 -457.359869596 -457.372116575 -457.407346384 -457.515618935 -457.551894026 -457.558903469 -0.45872587064873E03 -0.45875399430008E03 -0.45905620204788E03 -0.45969775073940E03 -0.45883655356E03 -0.45886605279E03 -0.45918443683E03 -0.45882974934E03 -459.905598 0.140573 -460.078915869 -460.145285508
f10_C8H8O2_003 -459.741887739 -459.761113342 -460.090941882 -460.174291476 -457.355809090 -457.368000941 -457.403383246 -457.511400728 -457.547584930 -457.554592747 -0.45872295155635E03 -0.45875065380683E03 -0.45905399758480E03 -0.45969523793718E03 -0.45883400513E03 -0.45886307122E03 -0.45918254817E03 -0.45882716515E03 -459.902769 0.141065 -460.075877533 -460.142549683
f10_C8H8O2_004 -459.724568801 -459.742285092 -460.074140295 -460.159379885 -457.344175318 -457.356049608 -457.389225730 -457.497538572 -457.533414743 -457.540417481 -0.45870644797543E03 -0.45873451111391E03 -0.45903333373636E03 -0.45967310758995E03 -0.45881957651E03 -0.45884914839E03 -0.45916426033E03 -0.45881272875E03 -459.884351 0.139551 -460.060371958 -460.124686220
f10_C8H8O2_005 -459.721369459 -459.740114610 -460.068659923 -460.152166011 -457.331396027 -457.344395939 -457.380283504 -457.489392746 -457.525620628 -457.532663062 -0.45869541727569E03 -0.45872482299257E03 -0.45902681061708E03 -0.45966957965959E03 -0.45880787779E03 -0.45883867885E03 -0.45915689080E03 -0.45880127852E03 -459.880189 0.139876 -460.054057683 -460.120653718
f10_C8H8O2_006 -459.718528992 -459.737296646 -460.066125002 -460.149476025 -457.328187869 -457.341207522 -457.376981431 -457.486064709 -457.522280521 -457.529323563 -0.45869431585282E03 -0.45872377591385E03 -0.45902555552970E03 -0.45966834871033E03 -0.45880637771E03 -0.45883720536E03 -0.45915518719E03 -0.45879958129E03 -459.878447 0.139702 -460.051495581 -460.118147792
f10_C8H8O2_007 -459.716248191 -459.735263267 -460.063987409 -460.147945743 -457.326462211 -457.339299550 -457.374876269 -457.483272085 -457.519386783 -457.526408351 -0.45869184760660E03 -0.45872097177486E03 -0.45902348106574E03 -0.45966528332508E03 -0.45880463011E03 -0.45883514509E03 -0.45915385462E03 -0.45879803417E03 -459.875956 0.139965 -460.049116846 -460.115421350
f10_C8H9NO_000 -439.850932175 -439.871234688 -440.188181696 -440.282097038 -437.500819988 -437.512897438 -437.544299642 -437.645155349 -437.679066939 -437.685585973 -0.43885500840654E03 -0.43888269767348E03 -0.43917473310135E03 -0.43980234503564E03 -0.43897171818E03 -0.43900050432E03 -0.43930843911E03 -0.43896545112E03 -440.000637 0.152885 -440.172372066 -440.247518119
f10_C8H9NO_001 -439.772682426 -439.793194768 -440.101677548 -440.202024701 -437.412046623 -437.422543963 -437.454439448 -437.551642247 -437.585982459 -437.592486572 -0.43877563870926E03 -0.43880058093946E03 -0.43909274392074E03 -0.43971685217303E03 -0.43889680261E03 -0.43892300525E03 -0.43923073357E03 -0.43889054291E03 -439.922934 0.149960 -440.085606900 -440.161935572
f10_C8H9NO_002 -439.792849318 -439.812946563 -440.125588038 -440.220020138 -437.428336812 -437.441541563 -437.474508619 -437.575661188 -437.610614534 -437.617249549 -0.43879002449507E03 -0.43882040216299E03 -0.43911042941281E03 -0.43973989679933E03 -0.43890898699E03 -0.43894044055E03 -0.43924596238E03 -0.43890516809E03 -439.944415 0.152099 -440.109851493 -440.184462668
f10_C8H9NO_003 -439.766935405 -439.786490654 -440.102108856 -440.195787093 -437.405876351 -437.419993012 -437.452112662 -437.554884180 -437.589503059 -437.596148100 -0.43876019333679E03 -0.43879117282871E03 -0.43908274079029E03 -0.43971256699836E03 -0.43887992172E03 -0.43891192278E03 -0.43921876947E03 -0.43887675658E03 -439.917903 0.152054 -440.086795837 -440.159367993
f10_C9H10O_000 -423.798225138 -423.819776143 -424.132039390 -424.233412472 -421.499513756 -421.509482025 -421.541334261 -421.633800528 -421.666660350 -421.673007893 -0.42282199833571E03 -0.42284628986290E03 -0.42314135278386E03 -0.42375488430394E03 -0.42294229323E03 -0.42296777642E03 -0.42327830934E03 -0.42293858515E03 -423.944016 0.166684 -424.115280225 -424.198725028
f10_C9H10O_001 -423.789483712 -423.811250049 -424.124764791 -424.224527190 -421.493204424 -421.504303135 -421.534244907 -421.628030492 -421.660918399 -421.667270607 -0.42281497981895E03 -0.42284075916884E03 -0.42313316972352E03 -0.42374818480209E03 -0.42293531395E03 -0.42296225678E03 -0.42327010809E03 -0.42293201155E03 -423.937780 0.166615 -424.107798619 -424.191067490
f10_C9H10O_002 -423.800304764 -423.821322063 -424.133814721 -424.235274202 -421.505959746 -421.517688576 -421.547661292 -421.642682959 -421.675592988 -421.681904298 -0.42282467318889E03 -0.42285134341897E03 -0.42314038092761E03 -0.42375705870178E03 -0.42294678387E03 -0.42297440600E03 -0.42327917233E03 -0.42294213391E03 -423.950591 0.162943 -424.117322980 -424.201126270
f10_C9H10O_003 -423.802889404 -423.823450684 -424.135766635 -424.240052212 -421.509718559 -421.520121870 -421.551232500 -421.644482652 -421.677500975 -421.683803998 -0.42282761927688E03 -0.42285143133091E03 -0.42314366948070E03 -0.42375804245016E03 -0.42295040927E03 -0.42297515248E03 -0.42328318849E03 -0.42294540931E03 -423.951370 0.163602 -424.119841036 -424.202536660
f10_C9H10O_004 -423.785510984 -423.806133350 -424.116518943 -424.218857664 -421.476628491 -421.488671466 -421.524081608 -421.619184180 -421.652763350 -421.659212462 -0.42279875800122E03 -0.42282630230407E03 -0.42312141656330E03 -0.42373971047024E03 -0.42291948381E03 -0.42294789046E03 -0.42325821290E03 -0.42291681235E03 -423.933430 0.163490 -424.100438743 -424.182000317
f10_C9H11N_000 -403.938985942 -403.962138113 -404.261528078 -404.372259261 -401.681299655 -401.689592780 -401.720661542 -401.803528687 -401.834135297 -401.839954835 -0.40299375595401E03 -0.40301571392636E03 -0.40330247486082E03 -0.40390074492193E03 -0.40311854265E03 -0.40314144078E03 -0.40344337907E03 -0.40311530448E03 -404.079034 0.178784 -404.243550345 -404.338054558
f10_C9H11N_001 -403.938234841 -403.961455162 -404.260045330 -404.368964828 -401.671570104 -401.681518185 -401.714193859 -401.798922592 -401.830067735 -401.835989495 -0.40298242266377E03 -0.40300663172989E03 -0.40329619508528E03 -0.40389753230455E03 -0.40310616172E03 -0.40313123344E03 -0.40343560498E03 -0.40310357772E03 -404.075385 0.178967 -404.242000705 -404.335674329
f10_C9H11N_002 -403.891903215 -403.916875651 -404.219794145 -404.323457035 -401.645038543 -401.652741767 -401.684354650 -401.767647437 -401.797467845 -401.803189714 -0.40296143098796E03 -0.40298155286465E03 -0.40327058459661E03 -0.40386807600572E03 -0.40308837902E03 -0.40310951572E03 -0.40341417859E03 -0.40308549433E03 -404.048953 0.178406 -404.200286216 -404.298306730
f10_C9H11N_003 -403.916382552 -403.938921582 -404.238451553 -404.349285779 -401.654660464 -401.664800840 -401.695846015 -401.780414683 -401.811238667 -401.817119848 -0.40296448901549E03 -0.40298842957471E03 -0.40327578520894E03 -0.40387636319384E03 -0.40308871941E03 -0.40311358465E03 -0.40341569240E03 -0.40308627292E03 -404.056409 0.177100 -404.220925693 -404.313718910
f10_C9H12O_000 -425.010533737 -425.032999359 -425.349894154 -425.454863768 -422.666337548 -422.676109262 -422.715645899 -422.808492752 -422.842281127 -422.848852025 -0.42400443852809E03 -0.42402912891712E03 -0.42434385986784E03 -0.42496434251834E03 -0.42412899835E03 -0.42415510782E03 -0.42448619153E03 -0.42412586713E03 -425.150566 0.183925 -425.332372257 -425.422447710
f10_C9H12O_001 -424.995839409 -425.019354250 -425.340369459 -425.440589641 -422.659350884 -422.671287005 -422.707067513 -422.802546819 -422.835800850 -422.842389181 -0.42399659280972E03 -0.42402480034090E03 -0.42433428230312E03 -0.42495635914873E03 -0.42412201533E03 -0.42415143266E03 -0.42447752639E03 -0.42411968205E03 -425.141913 0.185583 -425.322045994 -425.412877227
f10_C9H12O_002 -425.000414781 -425.023864028 -425.341708960 -425.444047435 -422.657686584 -422.668131522 -422.706888765 -422.800931419 -422.834531744 -422.841138038 -0.42399485325906E03 -0.42402083706430E03 -0.42433500911103E03 -0.42495610492829E03 -0.42411995348E03 -0.42414718996E03 -0.42447786470E03 -0.42411741212E03 -425.141023 0.186034 -425.323449921 -425.415242331
f10_C9H12O_003 -425.002263263 -425.025054933 -425.343408824 -425.446346758 -422.662000706 -422.672645778 -422.711276151 -422.805364821 -422.839100139 -422.845724531 -0.42399629538784E03 -0.42402250816674E03 -0.42433575319896E03 -0.42495683903996E03 -0.42412148579E03 -0.42414900810E03 -0.42447878189E03 -0.42411914074E03 -425.142575 0.185800 -425.325639670 -425.416941041
f10_C9H12O_004 -425.001550234 -425.024296897 -425.342440621 -425.445707882 -422.660928439 -422.671338798 -422.710166759 -422.803996233 -422.837722858 -422.844346493 -0.42399594631886E03 -0.42402201533456E03 -0.42433543399280E03 -0.42495637823579E03 -0.42412088858E03 -0.42414828996E03 -0.42447817373E03 -0.42411847905E03 -425.141825 0.185749 -425.324713669 -425.416010602
f10_C9H13N_000 -405.129550087 -405.153511118 -405.461451998 -405.571354382 -402.830634398 -402.842419095 -402.876970787 -402.964789254 -402.996299722 -403.002453194 -0.40414955130127E03 -0.40417742410955E03 -0.40447953823232E03 -0.40508844138395E03 -0.40428006763E03 -0.40430876457E03 -0.40462682964E03 -0.40427909993E03 -405.263279 0.199043 -405.442900114 -405.542722429
f10_C9H13N_001 -405.117372704 -405.140995794 -405.446528623 -405.562846834 -402.814792403 -402.824001827 -402.859036868 -402.944036463 -402.975514142 -402.981597045 -0.40413529299937E03 -0.40415865951853E03 -0.40446400185838E03 -0.40506988801071E03 -0.40426619371E03 -0.40429056804E03 -0.40461205734E03 -0.40426402667E03 -405.246193 0.197204 -405.428231764 -405.525986549
f10_C9H13N_002 -405.118121307 -405.141850824 -405.447632261 -405.563412068 -402.815769040 -402.825271287 -402.860067395 -402.945411399 -402.976907169 -402.982992368 -0.40413540809986E03 -0.40415900662624E03 -0.40446411390921E03 -0.40507028912050E03 -0.40426659867E03 -0.40429120492E03 -0.40461249500E03 -0.40426452797E03 -405.247062 0.197178 -405.429224175 -405.527032948
f10_C9H14O_000 -426.201741121 -426.229443237 -426.556832756 -426.656461629 -423.844991369 -423.851868290 -423.889222905 -423.979285418 -424.011619228 -424.018186698 -0.42518990723335E03 -0.42521081226134E03 -0.42554078693384E03 -0.42615814900284E03 -0.42532542423E03 -0.42534825378E03 -0.42569673740E03 -0.42532336010E03 -426.336486 0.212491 -426.535422054 -426.642238559
f10_C9H14O_001 -426.194829981 -426.222267585 -426.549231517 -426.649717342 -423.837090675 -423.844371344 -423.881476547 -423.971860577 -424.004146197 -424.010709962 -0.42518146685934E03 -0.42520289070179E03 -0.42553255882490E03 -0.42615012949683E03 -0.42531728503E03 -0.42534061465E03 -0.42568900816E03 -0.42531504842E03 -426.328214 0.212999 -426.527961698 -426.634492340
f10_C9H14O_002 -426.200945144 -426.227280964 -426.553942842 -426.654815799 -423.843516786 -423.850767168 -423.887938812 -423.978433293 -424.010881828 -424.017466702 -0.42518579067152E03 -0.42520753407170E03 -0.42553628418513E03 -0.42615387300292E03 -0.42532154713E03 -0.42534518146E03 -0.42569247864E03 -0.42531970591E03 -426.333861 0.211410 -426.533714209 -426.640106542
f10_C9H17N_000 -407.527006498 -407.555939451 -407.879676375 -407.992153955 -405.170639346 -405.176362912 -405.218244994 -405.299858469 -405.331035119 -405.337438573 -0.40651092337045E03 -0.40653203892932E03 -0.40687319852021E03 -0.40748124839429E03 -0.40665565880E03 -0.40667878088E03 -0.40703857266E03 -0.40665773059E03 -407.643074 0.248230 -407.857727885 -407.978206787
f10_C9H19N_000 -408.697538733 -408.728925529 -409.059957296 -409.177482387 -406.305079474 -406.309657185 -406.353892445 -406.435139009 -406.466512255 -406.473083044 -0.40765950685248E03 -0.40767991607376E03 -0.40803664662693E03 -0.40864791366450E03 -0.40781168561E03 -0.40783437234E03 -0.40821116721E03 -0.40781388328E03 -408.808784 0.266080 -409.035849929 -409.163175455
f10_C9H19N_001 -408.716338389 -408.748030005 -409.079296572 -409.193294905 -406.321232548 -406.327309751 -406.371747262 -406.454589612 -406.485942243 -406.492496326 -0.40767924740507E03 -0.40770240721103E03 -0.40805770169835E03 -0.40867192575031E03 -0.40783066217E03 -0.40785611296E03 -0.40823128107E03 -0.40783280880E03 -408.832612 0.265244 -409.054955961 -409.182711602
f10_C9H7N_000 -401.543712171 -401.563690545 -401.846150751 -401.954995789 -399.347763894 -399.359079553 -399.383779377 -399.468645489 -399.499169843 -399.504663192 -0.40064061423439E03 -0.40066451253451E03 -0.40091789650472E03 -0.40151197452110E03 -0.40075185992E03 -0.40077591039E03 -0.40104165043E03 -0.40074591759E03 -401.700654 0.133368 -401.830354937 -401.907504405
f10_C9H7N_001 -401.543712042 -401.563690411 -401.846150996 -401.954995787 -399.347764016 -399.359079668 -399.383779504 -399.468645613 -399.499169967 -399.504663316 -0.40064061419734E03 -0.40066451248817E03 -0.40091789646071E03 -0.40151197448009E03 -0.40075185991E03 -0.40077591037E03 -0.40104165041E03 -0.40074591760E03 -401.700654 0.133368 -401.830355185 -401.907504607
f10_C9H7N_002 -401.541937543 -401.562065165 -401.844490623 -401.953202497 -399.345869717 -399.357058094 -399.381980293 -399.466994535 -399.497543548 -399.503035328 -0.40063877335326E03 -0.40066229184852E03 -0.40091593542767E03 -0.40151021848498E03 -0.40075017982E03 -0.40077383930E03 -0.40103980537E03 -0.40074430123E03 -401.699042 0.133416 -401.828568387 -401.905964771
f10_C9H8O_000 -422.581174240 -422.601055269 -422.905137713 -423.004565947 -420.312837326 -420.324845254 -420.353583934 -420.447754071 -420.480538029 -420.486726163 -0.42162304057143E03 -0.42164914061290E03 -0.42192640487377E03 -0.42253843498971E03 -0.42173881991E03 -0.42176562958E03 -0.42205710024E03 -0.42173470383E03 -422.736725 0.143154 -422.889508947 -422.964085064
f10_C9H8O_001 -422.582968910 -422.602867686 -422.907423498 -423.006409171 -420.314581407 -420.325652860 -420.355768194 -420.449304660 -420.482183569 -420.488371475 -0.42162491418492E03 -0.42164896848248E03 -0.42192881555339E03 -0.42254013560131E03 -0.42174093966E03 -0.42176565664E03 -0.42205962167E03 -0.42173681785E03 -422.738524 0.143209 -422.891783106 -422.967170111
